TRANSACTION_ID,TIMESTAMP,VALUE
1,2018-09-20,0.008457627119
2,2018-09-20,0.008457627119
3,2018-09-20,0.01354237288
4,2018-09-20,0.01693220339
5,2018-09-20,0.08472881356
6,2018-09-20,0.1016779661
7,2018-09-20,0.01354237288
8,2018-09-20,0.008457627119
9,2018-09-20,0.0203220339
10,2018-09-20,0.06777966102
11,2018-09-20,0.01693220339
12,2018-09-20,0.01523728814
13,2018-09-20,0.001677966102
14,2018-09-20,0.0203220339
15,2018-09-21,0.02303389831
16,2018-09-21,0.01693220339
17,2018-09-21,0.01354237288
18,2018-09-21,0.0423559322
19,2018-09-21,0.01693220339
20,2018-09-21,0.06354237288
21,2018-09-21,0.05083050847
22,2018-09-21,0.03388135593
23,2018-09-21,0.1186271186
24,2018-09-21,0.01354237288
25,2018-09-21,0.03388135593
26,2018-09-21,0.02540677966
27,2018-09-21,0.02540677966
28,2018-09-21,0.01693220339
29,2018-09-21,0.06777966102
30,2018-09-22,0.008457627119
31,2018-09-22,0.05083050847
32,2018-09-22,0.0423559322
33,2018-09-22,0.01693220339
34,2018-09-22,0.02540677966
35,2018-09-23,0.03388135593
36,2018-09-23,0.02201694915
37,2018-09-23,0.0423559322
38,2018-09-23,0.03388135593
39,2018-09-23,0.02540677966
40,2018-09-23,0.1016779661
41,2018-09-23,0.0423559322
42,2018-09-23,0.03388135593
43,2018-09-23,0.01693220339
44,2018-09-23,0.0203220339
45,2018-09-23,0.01693220339
46,2018-09-23,0.01693220339
47,2018-09-23,0.03388135593
48,2018-09-24,0.01354237288
49,2018-09-24,0.01523728814
50,2018-09-24,0.02540677966
51,2018-09-24,0.02540677966
52,2018-09-24,0.01354237288
53,2018-09-24,0.01015254237
54,2018-09-24,0.01354237288
55,2018-09-24,0.03388135593
56,2018-09-24,0.02540677966
57,2018-09-24,0.01693220339
58,2018-09-24,0.02540677966
59,2018-09-24,0.0423559322
60,2018-09-24,0.05083050847
61,2018-09-24,0.01354237288
62,2018-09-24,0.1355762712
63,2018-09-24,0.01693220339
64,2018-09-25,0.01523728814
65,2018-09-25,0.02879661017
66,2018-09-25,0.02322033898
67,2018-09-25,0.01693220339
68,2018-09-25,0.01354237288
69,2018-09-25,0.01862711864
70,2018-09-25,0.01184745763
71,2018-09-25,0.02540677966
72,2018-09-25,0.03388135593
73,2018-09-25,0.01693220339
74,2018-09-25,0.02201694915
75,2018-09-25,0.02540677966
76,2018-09-25,0.03388135593
77,2018-09-25,0.008457627119
78,2018-09-26,0.02879661017
79,2018-09-26,0.0423559322
80,2018-09-26,0.04744067797
81,2018-09-26,0.01184745763
82,2018-09-26,0.03388135593
83,2018-09-26,0.08472881356
84,2018-09-26,0.05083050847
85,2018-09-26,0.01693220339
86,2018-09-26,0.01693220339
87,2018-09-26,0.02201694915
88,2018-09-26,0.01693220339
89,2018-09-26,0.02201694915
90,2018-09-26,0.08472881356
91,2018-09-27,0.0423559322
92,2018-09-27,0.04744067797
93,2018-09-27,0.05083050847
94,2018-09-27,0.03388135593
95,2018-09-27,0.01693220339
96,2018-09-27,0.01354237288
97,2018-09-27,0.02540677966
98,2018-09-27,0.01283050847
99,2018-09-27,0.01354237288
100,2018-09-27,0.0423559322
101,2018-09-27,0.03388135593
102,2018-09-28,0.008457627119
103,2018-09-28,0.01693220339
104,2018-09-28,0.01083050847
105,2018-09-28,0.06777966102
106,2018-09-28,0.02711864407
107,2018-09-28,0.1016779661
108,2018-09-28,0.06354237288
109,2018-09-28,0.03388135593
110,2018-09-28,0.02286440678
111,2018-09-28,0.02140677966
112,2018-09-28,0.02471186441
113,2018-09-28,0.01693220339
114,2018-09-28,0.03991525424
115,2018-09-28,0.01184745763
116,2018-09-28,0.05930508475
117,2018-09-28,0.01354237288
118,2018-09-28,0.03388135593
119,2018-09-28,0.003372881356
120,2018-09-28,0.01355932203
121,2018-09-29,0.01761016949
122,2018-09-29,0.04066101695
123,2018-09-29,0.02540677966
124,2018-09-29,0.0203220339
125,2018-09-29,0.05083050847
126,2018-09-29,0.02710169492
127,2018-09-29,0.0203220339
128,2018-09-29,0.01354237288
129,2018-09-29,0.01354237288
130,2018-09-29,0.03557627119
131,2018-09-29,0.01083050847
132,2018-09-29,0.03049152542
133,2018-09-29,0.05083050847
134,2018-09-29,0.01354237288
135,2018-09-29,0.01354237288
136,2018-09-29,0.02711864407
137,2018-09-29,0.005406779661
138,2018-09-29,0.01083050847
139,2018-09-29,0.01086440678
140,2018-09-29,0.06777966102
141,2018-09-29,0.0203220339
142,2018-09-29,0.02710169492
143,2018-09-29,0.01354237288
144,2018-09-29,0.02710169492
145,2018-09-29,0.02540677966
146,2018-09-29,0.01354237288
147,2018-09-29,0.01354237288
148,2018-09-29,0.01693220339
149,2018-09-29,0.01354237288
150,2018-09-29,0.04744067797
151,2018-09-29,0.006762711864
152,2018-09-29,0.006762711864
153,2018-09-29,0.01693220339
154,2018-09-29,0.01354237288
155,2018-09-29,0.04066101695
156,2018-09-29,0.02710169492
157,2018-09-29,0.01693220339
158,2018-09-29,0.05083050847
159,2018-09-29,0.02710169492
160,2018-09-29,0.04066101695
161,2018-09-29,0.05422033898
162,2018-09-29,0.04066101695
163,2018-09-29,0.02710169492
164,2018-09-29,0.02710169492
165,2018-09-29,0.02710169492
166,2018-09-29,0.02540677966
167,2018-09-29,0.03557627119
168,2018-09-29,0.01355932203
169,2018-09-29,0.01693220339
170,2018-09-30,0.006762711864
171,2018-09-30,0.02540677966
172,2018-09-30,0.01693220339
173,2018-09-30,0.03218644068
174,2018-09-30,0.01693220339
175,2018-09-30,0.05083050847
176,2018-09-30,0.02879661017
177,2018-09-30,0.03388135593
178,2018-09-30,0.1186271186
179,2018-09-30,0.01693220339
180,2018-09-30,0.03049152542
181,2018-10-01,0.01693220339
182,2018-10-01,0.02540677966
183,2018-10-01,0.01150847458
184,2018-10-01,0.02159322034
185,2018-10-01,0.02159322034
186,2018-10-01,0.01693220339
187,2018-10-01,0.0423559322
188,2018-10-01,0.03388135593
189,2018-10-01,0.0423559322
190,2018-10-01,0.01693220339
191,2018-10-01,0.02540677966
192,2018-10-02,0.02201694915
193,2018-10-02,0.061
194,2018-10-02,0.01015254237
195,2018-10-02,0.02540677966
196,2018-10-02,0.01693220339
197,2018-10-02,0.0423559322
198,2018-10-02,0.02540677966
199,2018-10-02,0.05083050847
200,2018-10-02,0.0423559322
201,2018-10-02,0.01693220339
202,2018-10-02,0.007186440678
203,2018-10-02,0.0423559322
204,2018-10-02,0.05083050847
205,2018-10-02,0.01438983051
206,2018-10-02,0.05083050847
207,2018-10-03,0.02879661017
208,2018-10-03,0.01210169492
209,2018-10-03,0.01693220339
210,2018-10-03,0.01693220339
211,2018-10-03,0.02879661017
212,2018-10-03,0.02540677966
213,2018-10-03,0.0423559322
214,2018-10-03,0.02159322034
215,2018-10-03,0.003372881356
216,2018-10-03,0.03388135593
217,2018-10-03,0.0423559322
218,2018-10-03,0.01523728814
219,2018-10-03,0.007627118644
220,2018-10-03,0.00913559322
221,2018-10-04,0.03811864407
222,2018-10-04,0.036
223,2018-10-04,0.07201694915
224,2018-10-04,0.01693220339
225,2018-10-04,0.02879661017
226,2018-10-04,0.03311864407
227,2018-10-04,0.01693220339
228,2018-10-04,0.03388135593
229,2018-10-04,0.02540677966
230,2018-10-04,0.02540677966
231,2018-10-04,0.03388135593
232,2018-10-04,0.03388135593
233,2018-10-05,0.01693220339
234,2018-10-05,0.05930508475
235,2018-10-05,0.08472881356
236,2018-10-05,0.0423559322
237,2018-10-06,0.02540677966
